timestamp,session_id,query,stage,route,agent,source,score,vector_dim,vector_preview,retrieved,prompt_chars,prompt_preview,raw_output_preview,final_output_preview
2025-10-06T14:42:15,20251006_144156_8f2854,what is beamline?,embedding_query,,text,,,384,"[-0.05928, -0.04644, -0.0368, 0.04039, -0.06497, -0.01239, 0.02498, 0.02949, -0.03555, -0.07735]",,,,,
2025-10-06T14:42:15,20251006_144156_8f2854,what is beamline?,embedding_doc,,text,spec Manual cambria.pdf,1.4460058212280273,384,"[0.00634, 0.01758, -0.09058, 0.03995, -0.07208, 0.01927, 0.0837, 0.11736, -0.07641, -0.00685]",,,,,
2025-10-06T14:42:15,20251006_144156_8f2854,what is beamline?,embedding_doc,,text,spec Manual cambria.pdf,1.4691643714904785,384,"[-0.05204, 0.01176, -6e-05, -0.05291, -0.07871, -0.05641, 0.00989, 0.06299, -0.0032, -0.00565]",,,,,
2025-10-06T14:42:15,20251006_144156_8f2854,what is beamline?,embedding_doc,,text,spec Manual cambria.pdf,1.475166916847229,384,"[-0.04591, 0.0402, -0.05149, 0.00926, -0.03432, -0.03345, 0.06209, 0.0767, 0.07448, 0.05147]",,,,,
2025-10-06T14:42:15,20251006_144156_8f2854,what is beamline?,embedding_doc,,text,spec Manual cambria.pdf,1.503137230873108,384,"[-0.0955, 0.04221, -0.07525, 0.00534, 0.00628, -0.14367, 0.01719, 0.10883, -0.14087, -0.00432]",,,,,
2025-10-06T14:42:15,20251006_144156_8f2854,what is beamline?,embedding_doc,,text,spec Manual cambria.pdf,1.5365760326385498,384,"[0.05569, -0.02317, -0.13765, -0.01231, 0.01409, -0.0173, 0.02998, -0.07117, -0.02573, -0.10233]",,,,,
2025-10-06T14:42:15,20251006_144156_8f2854,what is beamline?,embedding_doc,,text,spec Manual cambria.pdf,1.5379518270492554,384,"[0.04519, -0.03088, -0.07499, 0.01158, 0.00688, 0.04018, 0.00678, 0.02999, 0.03732, -0.04892]",,,,,
2025-10-06T14:42:15,20251006_144156_8f2854,what is beamline?,embedding_doc,,text,spec Manual cambria.pdf,1.5778471231460571,384,"[0.01133, -0.01447, -0.09899, 0.08603, -0.0346, 0.02871, 0.02156, 0.00866, 0.04708, -0.107]",,,,,
2025-10-06T14:42:15,20251006_144156_8f2854,what is beamline?,embedding_doc,,text,spec Manual cambria.pdf,1.5839917659759521,384,"[0.02536, -0.02537, -0.01668, -0.06968, 0.01344, -0.01722, 0.05986, 0.02096, -0.03518, 0.00146]",,,,,
2025-10-06T14:42:15,20251006_144156_8f2854,what is beamline?,embedding_doc,,text,spec Manual cambria.pdf,1.6052857637405396,384,"[0.02429, -0.08205, -0.15064, 0.03635, 0.08384, 0.02094, 0.03162, -0.04347, 0.03254, -0.09212]",,,,,
