timestamp,session_id,query,stage,route,agent,source,score,vector_dim,vector_preview,retrieved,prompt_chars,prompt_preview,raw_output_preview,final_output_preview
2025-10-15T14:29:05,20251015_142706_3c70fd,Explain in detail: what are motors?,embedding_query,,text,,,384,"[-0.03092, -0.0012, -0.01387, 0.02019, -0.03893, 0.01351, 0.01697, 0.01786, 0.03527, 0.05679]",,,,,
timestamp,session_id,query,stage,route,agent,source,score,vector_dim,vector_preview,retrieved,prompt_chars,prompt_preview,raw_output_preview,final_output_preview
2025-10-15T14:29:05,20251015_142706_3c70fd,Explain in detail: what are motors?,embedding_query,,text,,,384,"[-0.03092, -0.0012, -0.01387, 0.02019, -0.03893, 0.01351, 0.01697, 0.01786, 0.03527, 0.05679]",,,,,
2025-10-15T14:29:05,20251015_142706_3c70fd,Explain in detail: what are motors?,embedding_doc,,text,TABLE::commands.csv,0.8368996381759644,384,"[0.04272, -0.01461, -0.02189, 0.04084, -0.01488, 0.03105, 0.0114, 0.01593, -0.038, 0.05144]",,,,,
2025-10-15T14:29:05,20251015_142706_3c70fd,Explain in detail: what are motors?,embedding_doc,,text,TABLE::commands.csv,0.8368996381759644,384,"[0.04272, -0.01461, -0.02189, 0.04084, -0.01488, 0.03105, 0.0114, 0.01593, -0.038, 0.05144]",,,,,
2025-10-15T14:29:05,20251015_142706_3c70fd,Explain in detail: what are motors?,embedding_doc,,text,TABLE::commands.csv,0.9205479621887207,384,"[-0.01244, -0.0235, -0.03562, -0.01542, -0.05943, 0.04174, 0.07232, 0.02595, 0.01861, 0.01954]",,,,,
2025-10-15T14:29:05,20251015_142706_3c70fd,Explain in detail: what are motors?,embedding_doc,,text,TABLE::commands.csv,0.9205479621887207,384,"[-0.01244, -0.0235, -0.03562, -0.01542, -0.05943, 0.04174, 0.07232, 0.02595, 0.01861, 0.01954]",,,,,
2025-10-15T14:29:05,20251015_142706_3c70fd,Explain in detail: what are motors?,embedding_doc,,text,spec Manual cambria.pdf,1.0936241149902344,384,"[-0.01595, -0.05864, -0.06307, -0.02078, 0.03435, -0.01015, 0.04723, -0.04183, -0.01671, 0.01868]",,,,,
2025-10-15T14:29:05,20251015_142706_3c70fd,Explain in detail: what are motors?,embedding_doc,,text,spec Manual cambria.pdf,1.0936241149902344,384,"[-0.01595, -0.05864, -0.06307, -0.02078, 0.03435, -0.01015, 0.04723, -0.04183, -0.01671, 0.01868]",,,,,
2025-10-15T14:29:05,20251015_142706_3c70fd,Explain in detail: what are motors?,embedding_doc,,text,TABLE::commands.csv,1.1063590049743652,384,"[0.03087, -0.00918, -0.0359, -0.02776, -0.0075, 0.07365, -0.01072, -0.00937, 0.01632, 0.00358]",,,,,
