timestamp,session_id,request_id,event,original_query,rewritten_query,route,confidence,method,agent,grounded,parser_passed,inferred,prompt_chars,sources,preview
2025-11-03T00:49:46,20251103_004802_4e899e,REQ_94e4c26b,user_query_received,write a spec macro code to change the temperature from 200 K to 220 K,,,,llm-rag,code,,,,,,
2025-11-03T00:49:46,20251103_004802_4e899e,REQ_94e4c26b,query_rewrite,write a spec macro code to change the temperature from 200 K to 220 K,write a spec macro code to change the temperature from 200 K to 220 K,code,,,code,,,,,,
2025-11-03T00:50:01,20251103_004802_4e899e,REQ_94e4c26b,ui_return,write a spec macro code to change the temperature from 200 K to 220 K,write a spec macro code to change the temperature from 200 K to 220 K,,0.593,,code,,False,,7258,"['spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf']",def teramp ' if ($# == 1) { te $1 } else if ($# == 2) { local _i _s1 _f1 _d1 _rtime _stime  _f1 = $1  _rtime = $2  _stime = _rtime < 500? 2:10  _s1 = TEMP_SP  _d1 = (_f1 - _s1) / _rtime * _stime  qcom
2025-11-03T00:51:03,20251103_004802_4e899e,REQ_90b3064a,user_query_received,write a macro code in spec to change the temperature from 200 K to 220 K,,,,llm-rag,code,,,,,,
2025-11-03T00:51:03,20251103_004802_4e899e,REQ_90b3064a,query_rewrite,write a macro code in spec to change the temperature from 200 K to 220 K,write a macro code in spec to change the temperature from 200 K to 220 K,code,,,code,,,,,,
2025-11-03T00:51:05,20251103_004802_4e899e,REQ_90b3064a,ui_return,write a macro code in spec to change the temperature from 200 K to 220 K,write a macro code in spec to change the temperature from 200 K to 220 K,,0.5938,,code,,False,,7261,"['spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf']",def teramp '  if ($# == 1) {  te $1  } else if ($# == 2) {  local _i _s1 _f1 _d1 _rtime _stime  _f1 = $1  _rtime = $2  _stime = _rtime < 500? 2:10  _s1 = TEMP_SP  _d1 = (_f1 - _s1) / _rtime * _stime  
2025-11-03T00:52:39,20251103_004802_4e899e,REQ_8897df05,user_query_received,what is the code to change temp from 220 k to 200 k,,,,llm-rag,code,,,,,,
2025-11-03T00:52:39,20251103_004802_4e899e,REQ_8897df05,query_rewrite,what is the code to change temp from 220 k to 200 k,what is the code to change temperature from 220 k to 200 k,code,,,code,,,,,,
2025-11-03T00:52:39,20251103_004802_4e899e,REQ_8897df05,ui_return,what is the code to change temp from 220 k to 200 k,what is the code to change temperature from 220 k to 200 k,,0.5155,,code,,False,,7822,"['spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf']",te 200
2025-11-03T00:52:48,20251103_004802_4e899e,REQ_89a6351d,user_query_received,what is the code to change temp from 220 k to 200 k,,,,llm-rag,code,,,,,,
2025-11-03T00:52:48,20251103_004802_4e899e,REQ_89a6351d,query_rewrite,what is the code to change temp from 220 k to 200 k,what is the code to change temperature from 220 k to 200 k,code,,,code,,,,,,
2025-11-03T00:52:49,20251103_004802_4e899e,REQ_89a6351d,ui_return,what is the code to change temp from 220 k to 200 k,what is the code to change temperature from 220 k to 200 k,,0.5155,,code,,False,,7822,"['spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf']",te 200
2025-11-03T00:52:51,20251103_004802_4e899e,REQ_84b1ee45,user_query_received,what is the code to change temp from 220 k to 200 k,,,,llm-rag,code,,,,,,
2025-11-03T00:52:51,20251103_004802_4e899e,REQ_84b1ee45,query_rewrite,what is the code to change temp from 220 k to 200 k,what is the code to change temperature from 220 k to 200 k,code,,,code,,,,,,
2025-11-03T00:52:52,20251103_004802_4e899e,REQ_84b1ee45,ui_return,what is the code to change temp from 220 k to 200 k,what is the code to change temperature from 220 k to 200 k,,0.5155,,code,,False,,7822,"['spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf']",te 200
2025-11-03T00:53:08,20251103_004802_4e899e,REQ_3c38e789,user_query_received,what is the code to change temperature from 220 k to 200 k,,,,llm-rag,code,,,,,,
2025-11-03T00:53:08,20251103_004802_4e899e,REQ_3c38e789,query_rewrite,what is the code to change temperature from 220 k to 200 k,what is the code to change temperature from 220 k to 200 k,code,,,code,,,,,,
2025-11-03T00:53:08,20251103_004802_4e899e,REQ_3c38e789,ui_return,what is the code to change temperature from 220 k to 200 k,what is the code to change temperature from 220 k to 200 k,,0.5155,,code,,False,,7822,"['spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf']",te 200
